review,nickname,dt,star,gong,bgong
영화보고 나와서 토론하는거 좋아하시는분들이라면 하루 왠종일 말해도 부족할 영화입니다. 배우 연기보는걸 좋아하시는 분이라면 정말 놀라실거에요. 충격적이라는 말이 잘 어울리는 스토리였고 가능하다면 직접 보고 느껴보시길 ...,Lalala0101jjoy,2019.05.30,8,257,31
프랑스 사람들도 대왕카스테라의 전설을 알까!  봉준호 미쳤네....,서안맨koxi,2019.05.30,10,242,21
미성년자와 스킨쉽 하는 장면 더럽다,굿다이노ekfv,2019.06.02,1,337,116
기이하고 실험적인 영화..훌륭한 영화라고 보기엔 헛점이 많고 감독이 노골적으로 자신의 메시지를 관객에게 주입시키려는 흔적이 있다..그 과정이 부자연스럽고 불쾌하다.,BoNbonb,2019.06.02,1,302,100
보고 나오며 너무 찝찝했다. 그 이유가 멀까 곰곰히 생각해보니.  지하철냄새나는 사람이면서  상류층시선으로 살아온 내 자신때문 아니었을까? 평생 모아도 살수없는 영화속 그런집을 꿈꾸고 부러워한 내 자신때문 아니었을까...,Fgvnevxk,2019.06.01,10,223,23
난....나한테서는 어떤 냄새가 날까?,mehi,2019.05.30,10,219,20
폭우 장면부터 소리내지 못하고 엉엉 울었다. 두 가족을 탓하기엔 그들이 처한 현실이 너무 잔인하다.,hantndu,2019.05.30,10,238,39
부자와 빈자에 대한 부조리 풍자극. 사실 대중적인 취향의 영화는 아니라고 생각한다. 인간에 대한 경멸이든 경외든 인간의 밑바닥까지 파헤친 봉감독님의 역량에 감탄할수밖에.,라이언차르tsar,2019.05.30,8,220,22
다른 삶의 토역질이 다른 한곳의 분출로 이어지는 장면.억어지로 닫고 있으려 해도 자꾸 토해내는 변기의 울분을 잊기 힘드네요~ 귀 닫고 눈 감게 하는 영화보다 더 의미 있었습니다.,밤하늘에 빛나는 별c008,2019.05.30,10,221,25
이거 19세걸어야하는거같은데 ㅋㅋ확실히 15세는아닌거같음ㅋㅋㅋ,jimmytony,2019.05.30,8,239,45
"관람객영화제는  충격을  좋아하는  것  같다.  재밌고  신선하긴  한데  설국열차  못지않게  가슴을  많이  짓누른다.  빈부격차에  대한  표현이 너무  우울하고,  극단적이라  불편했다.",김현정red_,2019.05.31,6,262,69
15세가 보면 절대 안되는 영화. 불필요한 욕설은 기본이고 살인에 갈등조장 게다가 에로..등등. 관람후 생긴 기분더러움.,오빠ms24,2019.05.31,1,308,115
cj새끼들 관객수 늘리고 돈벌라고 15세 했구만..이건 19세 걸어야됨..근데 영화 시나리오 몰입도는 죽임..그래서 9점줌,날아가자고pdre,2019.06.01,9,204,16
"내용은 심오하고 재밌다. 근데 그 냄새에 민감한 사람들이 술판벌리고 집안에 술냄새로 가득한 방을 그냥 지나쳤을때 일맥통상이 되지 않는다고 생각하고, 빈부격차를 너무 극과 극으로 나눠 보여준것도 내 기준으로는 그저 그...",박상훈52ce,2019.05.30,6,277,89
관람객그럼에도 계획을 세우게 만드는 영화,KEVINhisw,2019.05.30,10,207,21
내가 장담하는데 이거 상 안받았으면 대부분 쓰레기라고 욕했을 영화다 ㅉㅉ 왜 한국 영화는  늘 이렇게 잔인하고 찝찝하고 느와르적이고 이따구냐 좀 건전하면서 억지웃음 없이 깡패들 안나오고 보통사람들의 마음 따뜻해지는 ...,1487,2019.06.04,1,364,178
관람객근데이게왜15세?ㄷㄷ19걸어야됨,나나dkfk,2019.05.30,8,205,20
그들은 내리는 비를 보며 잠이 들었지만 또 다른 그들은 비내리는 계단을 끝없이 내려갔다 마치 자신들의 위치로 다시 되돌아가는,유진suwk,2019.05.30,10,204,21
관람객뭔가 처음보는 선물 상자에서 생각지도 못한 멋진 물건들이 계속계속 짜잔 짜잔 하면서 나오는 느낌이랄까?그냥 미쳤다라는 말밖에 안나온다.꼭 보세요.미쳤다 진짜 와..,독거노인lh68,2019.05.30,10,266,84
"저마다의 수석을 지니고, 저마다의 냄새를 풍기며 '계획'을 가슴에 품고 살아가는 우리들. 흘러내리는 물은 한없이 아래로만 흐르는데 연어처럼 물살을 가로지를 수 있을까? 씁쓸한 뒷맛과 우울감이 스미는건...",세인트judg,2019.05.30,8,202,21
19세로 올리세요 청소년이 감당하기에 힘듭니다,민Grkda,2019.06.02,1,210,33
변기위에서 담배피우는 장면...,호림soda,2019.05.30,10,201,26
관람객정말 충격적인 영화.... 정말 장르가 봉준호라는 말이 딱이다,김  해니sayo,2019.05.30,10,208,40
난 어제 시사회가서 영화 봣는데?Lg유플러스에서 대대적으로 시사회했는데 알바타령은 ㅋㅋㅋ,zxcv,2019.05.30,10,252,85
"멀쩡하게 잘살고 남한테 피해 안주는 부잣집을 그지새@끼들이 망쳐놓는, 그 이상 그 이하도 아닌 영화영화보다보면 제발 정체좀 밝혀지라고 마음속으로 생각하면서 보게됨. 여기서 기생충들 편드는 사람들 보면 거지근성으로 가...",jj24,2019.06.03,1,262,95
"영화는 훌륭합니다. 감상평을 떠나 관객분들 중에 자율입장제로 초등학교 저학년 자녀들 데리고 오는 부모들이 꽤 계셨는데, 칸 수상작이라고 교육목적으로 그러는건지 모르겠으나 어린 아이들이 보기엔 수위가 쎈 장면들 많습니...",utso,2019.05.30,10,178,14
관람객누구나 기분나쁜영화.,엄홍식tjdd,2019.05.30,10,204,42
밀도있는 영화!   높은 완성도 !  관람 후  드는 여러생각!,야스리ssym,2019.05.30,10,248,86
이 영화 보면 오히려 가난한 자의 민낯을 보여준다고 해야되나...가난 경험이 있는 사람들에겐 불편할수도,염소wohl,2019.05.31,8,167,10
지루하지않고 재밌게 잘 봤어요15세관람가는 아닌듯 중고생 자녀들 보여주는것은 자제하심이..,토토youn,2019.05.30,8,192,36
상탔건 안탔건..난 원래 이런영화 광팬이다.결론이 내몫인 영화..그동안 볼게 없었는데...뭔가 책하나 잘 읽은 기분...특히나 그 아들과 조여정의 캐릭터가 맘에 듬~,jenn,2019.05.30,10,181,28
영화 보고 기분 나쁜적은 처음임,쿠잉ghkd,2019.06.01,1,195,44
관람객왜 칸느가 손을 들어줬는지 충분히 이해가 되는 영화. 작년 <어느가족> 보다 춸씬 메시지와 퀄리티 연출력이 출중하다. 봉준호 감독만이 펼칠수 있는 봉준호 감독만의 스타일이라 할수 있음. 반전도 좋고 특히 ...,ESCAPEgoha,2019.05.30,9,202,51
관람객영화 보고 나서 내가 기생충인가 생각했음. 재미보다는 씁쓸한 기분,puupurr,2019.05.30,8,177,27
절대15세 이하가 볼영화가 아니다,kdhk,2019.05.31,2,181,34
"15세영화치고 너무 가족끼리 보면 안될 것 같다..칼부림,뇌진탕 영화",oo0병사위령장0oomkni,2019.05.30,4,242,95
충격 그 자체...초반에 긴장 풀어놓고 막판에 휘몰아침.,아뉴타baby,2019.05.30,10,166,21
영화관 가서 볼만했던 영화 15세 관람가 맞나 싶기도 한데 그렇다고 청불 까지도 아니고...,고양이는항상옳다m6_6,2019.05.30,10,176,34
"칸에서 상 받으려고 예술을 빙자해서 한국인 99퍼센트(부자까지 조롱했다고 치면 100퍼센트)를 시궁창 냄새나는 버러지 호구 만든건데, 대놓고 조롱받아놓고도 “불쾌했지만 의미를 곱씹게 되네요”라면서 평점 10점 몰빵하...",우연의음악born,2019.06.07,1,192,57
"친구들에게 추천하고 싶지 않은 영화. 가볍게 보고 가볍게 말할 영화가 아니다. 기대를 너무 많이하고 가서 기대에 못 미칠까봐 걱정했는데, 그 이상의 충격을 받았고,, 진짜 너무 다 좋았다. 그리고 배우들 한명 한명 ...",rosee0915youn,2019.05.30,10,153,19
관람객왜 상 받았는지 알 수 있는영화.  가볍게 오락성으로 볼만한 영화는 아닌듯합니다.,국충국충국ttmy,2019.05.30,10,161,27
이거 19세로 해야하지 않나요오늘 보고 깜짝 놀랐네요..,Romyromy,2019.05.30,8,150,17
"보고나니 왜 이렇게 마음이 무겁지,,,",언제나맑음4385,2019.05.30,10,150,20
내 인생이런영화는 첨인듯,ksv3,2019.05.30,10,150,23
기분 나쁜영화 하지만 수상한 이유는 있다,하루xx36,2019.05.30,9,143,17
"가족끼리 볼려다가 남편하고 둘만 보길 잘 했습니다.등급 조절 필요합니다. 중, 고등학생이 보기엔 부부관계 장면 부적절합니다.",탑맘ksmo,2019.05.31,2,188,63
이거 왤케 재밌다고 난리임? 그냥 기분나쁘던데 미성년자랑 스킨쉽하고;;,김민정lave,2019.06.02,1,223,98
"관람객이게 계급사회의 현실을 반영한 영화라고?  충분히 일 할 수 있는 상황에서 무력하게 걱정만 하고 지내다 사기와 술수로 편안하게 한몫 챙기고자 한, 그리고 결국은 아무 잘못 없는 한 가정을 파괴해버린 이 가정의 모습으...",JYknew,2019.07.15,1,228,104
애들 보여주지 마세요 어른 영화입니다,hele,2019.06.01,6,140,17
영화 재미있고 안재미있고를 떠나 평론가들의 가식적인 점수에1점 주고감.,masterjin-,2019.06.04,1,158,35
포스터의 다리가 누구의 다리인지 알게되었다,잠퉁이slee,2019.05.31,9,135,15
조여정이 이렇게 연기를 잘하는줄 몰랐네요. 외모만 출중한줄  알았는데 영화를 보면서 오히려 연기력에  놀랐습니다.,Bravekyk8,2019.05.31,10,131,12
남의 집에서 술판? 남의 집을 지집처럼 실화냐?,도르wlvn,2019.06.03,1,148,30
기득권층의 오만방자함 봉준호 감독에게 있어가난은 신선한 소재일뿐,ehxm,2019.06.04,1,153,35
관람객오묘한 영화... 19세 관람이여야할듯,김도희do02,2019.05.30,10,141,26
"큰상 받은 영화보자고, 아이들 손잡고 극장에 데려가지 는 마세요~^^",psal,2019.06.01,7,112,4
가난을 모르는것들이 가난을 논하고있네요,kriz,2019.06.11,1,134,26
오늘 조조로 봤는데 중반부까진 씁쓸하지만 재밌으면서 들킬까봐 조마조마하다가 후반부에는 헉 헐 하다가 뭔가 좀 씁쓸하면서 저게 현실이구나 느끼게되는?암튼 난 열심히 살아야겠다  사람마다 이 영화를 보고 느끼는 감정들이...,오 신이시여nice,2019.05.30,9,131,24
19금임 가족끼린 피하세요,hty1,2019.05.31,6,116,12
페이스 빨라서 너무 좋다 집중력 최고,Jihoonhoon,2019.05.30,10,119,17
줏대 없는 소위 평론가 평점봐라 가관이다.. 내생각엔 영화가 빈틈이 많아 보이는데. 특히 억지로 살인과 사망을 끼어논것같아 매우 어색했다.. 아무리 신불자라고해도 지하에 살아온설정도 너무 억지. 차라리 팔 10개 달...,tghm,2019.06.04,1,146,44
여러모로 충격적..오만가지 생각이 머릿속에 가득차서 하루가 피곤하다..대단한 영화..생각의 꼬리를 자를수 없게하는;;;,아롬athi,2019.05.30,10,118,17
칸의 위엄 정말 재밌어요 대밧,xodn,2019.05.30,10,167,67
방금 보고 나왔는데 솔직히 잘 모르겠다 어느 시점부터 영화가 끝날때 까지 계속 가슴이 조여온다 지금까지도 뒷맛이 참 씁쓸하고 기분이 좋지 않다 내가 좋아하는 감독 배우들이였지만 칸? 평론가들의글?너무 기대한 탓 일까...,ypar,2019.05.30,8,165,68
정말 구리다는 말밖에.. 등급 조정도 필요하고 미성년자와의 스킨십이 그렇게 많이 필요했을지? 남감독스럽습니다.,SUNyss2,2019.06.02,1,179,82
영화를 보고나서 2시간째 아무생각이 없다. 그만큼 충격적이었고 그가 만든 장르는 이미 우리 사회를 바라보는 것보다 같이 살아가는 느낌이다,MoterTrendrjsv,2019.05.30,10,114,18
저는 별로 딱히 ㅋ 저랑 안 맞음,으아아아아악le01,2019.06.02,1,133,37
처음은 재미있지만 뒤로 갈수록 개연성이 떨어지고 기분만 찝찝해지는 영화,이치우leec,2019.06.01,1,151,56
말이 필요없음....,민규최chsc,2019.05.30,10,158,63
"조여정씨 그동안 잘모르고 무시해서 미안할 정도로 캐릭터 완벽하게 소화. 월계수 아줌마 뭐하나 연말에 받으셔야 함. 송강호 와이프역 아줌마역시 a급 조연탄생. 최우식,박소담역시 자기역할 무난히 소화. 이상!",콜드워터limp,2019.06.01,8,107,15
"관람등급을 좀더 올려주셨음 하고, 영화는 뭐라말못할 공감과 불편하면서 몰입도를 주고  둘중 어느 입장에도 들지 못하면서, 그중에서도 부모탓을 하지 않는 자식들을 보면서 나자신을 또 다시 반성 하게되었다.",아름rlad,2019.05.30,9,107,15
형편없다 상 받았다고 그냥 본 내가 잘못이지. 김기덕도 상 받았는데.,데자와aufh,2019.06.02,1,135,43
관람객한치의 희망도 없는 영화가 내 현실로 녹아들다,보오jlor,2019.05.30,10,113,22
냄새가 나도 예의는 지킵시다.,스윙스윙jaju,2019.05.30,10,115,24
앉아서 고문 당하는 느낌이었다. 너무 잔인하고 충격적이였다.,kaospia4735,2019.06.03,1,110,22
딸과남편과 보면서 두시간가량 토론했어요 냄새 벌레 빈부 돌 무계획  선 완벽한 전율이 돋았어요 한국영화 대단한 발전입니다,blackrosepink,2019.05.31,10,123,35
나는 수작이라 평가받은 영화를 이해하기에는 아직 많이 부족한가보다...,jjan,2019.05.30,6,126,40
괜히봤다~불쾌하고~15세 자녀랑 갔으면  황당했을뻔~여하튼 기분나쁜영화다;;,포도grow,2019.05.30,1,170,86
"점점 바닥으로, 반지하로, 지하로",rlaw,2019.05.31,10,92,9
관람객등급조정 진짜 필요해보임,벨라mhj7,2019.06.02,6,99,16
관람객봉감독에게 박찬욱의 냄새가 난다.,말리꽃wkdw,2019.05.30,8,118,36
15세는 아닌것같다눈물없는  슬픈영화엿지만..생각없이 애들데리고 가는건 아니되오~,mina,2019.05.30,6,97,17
보는내내 불쾌하고 기분 나빴다,비원진ohli,2019.06.02,1,109,30
너무 과장된 인기인듯 굳이?,미음미음23ru,2019.06.02,1,114,35
믿고보는 송봉조합! 대박ㅎㅎ,xldn,2019.05.30,10,146,67
기분 좋을 때 보러가시면 안됨ㅋㅋㅋ,정신차리자sme9,2019.06.01,3,98,23
"최고!!!! 대박임,,",강이a403,2019.05.30,10,136,61
"스포일러가 포함된 감상평입니다. 감상평 보기박사장이 말했던 '선'은  우리가 일반적으로 생각하는 지킬선이 아니라, 자신보다 계층이 낮다고 판단 되는 사람이 자신과 맞먹는 걸 말하는 거였다...",머귤10du,2019.10.11,10,83,9
관람객이제껏 쌓아 왔던 봉준호 감독의 필모그래피가 폭발하는 영화,이태배chlv,2019.05.30,10,106,32
구리다는 말 외에 할 말 없음,7777eve,2019.06.02,1,115,41
전도우미아줌마 연기엄청잘하네!! 이름은 송강호지만 다른배우들도 연기력엄청남. 최우식 다시보게될듯,bittersweetking,2019.05.31,10,84,11
곱등이와 세마리의 강아지,수보이nm23,2019.05.31,10,80,8
관람객야한장면과 잔인한 장면이 많은데 어째서 19금이 아닌건가요?? 15금이란 사실에 놀랐습니다,사장님skya,2019.06.04,2,103,33
한국식 오버스러운 잔인한 장면연출. 절제가 필요해 보이는- 너무 많은 상징적 의미들. 뭐랄까..저는 오히려 촌스럽게 다가왔어요ㅠ 상 받았다고 하니 뭔가 다른 특별함이 있을거라고 크게 기대했나봐요...재미는 있었는데 ...,히쟈ott_,2019.06.02,7,107,38
